,time,Output Power;voltage;Avg,Energy generated (kWh),energy_rolling_avg
1148,19-08-00,427.82492672268893,6.949393420693413,6.9555315159705104
1149,19-09-00,428.0966115966386,6.953805977340969,6.948240321321317
1150,19-10-00,429.398415210084,6.974952574392583,6.952162012012009
1151,19-11-00,430.5225894117645,6.9932129224679285,6.971453929292929
1152,19-12-00,431.5041253781506,7.009155982800974,6.976104175539175
1153,19-13-00,428.24262949579816,6.956178063063061,6.977461104013104
1154,19-14-00,428.49013747899176,6.96019921785421,6.978739752115752
1155,19-15-00,428.10816394957965,6.9539941359541375,6.9745480644280615
1156,19-16-00,427.0562083193282,6.936906875511868,6.96328685503685
1157,19-17-00,420.63854159663924,6.832661279006277,6.927987914277911
1158,19-18-00,426.42231344537794,6.926609464919463,6.9220741946491895
1159,19-19-00,422.934719831933,6.869959385749375,6.904026228228224
1160,19-20-00,420.80423042016804,6.835352454272454,6.880297891891887
1161,19-21-00,418.78954084033506,6.802626446901445,6.853441806169803
1162,19-22-00,426.68378386554656,6.930856663936661,6.873080883155879
1163,19-23-00,420.9017789075629,6.836937057057065,6.8551464015834
1164,19-24-00,416.86319605042064,6.771335712530708,6.835421666939666
1165,19-25-00,417.5128998319328,6.78188933114933,6.824729042315042
1166,19-26-00,417.4821330252099,6.78138942806443,6.820481638547639
1167,19-27-00,417.6675836134455,6.7844016257166215,6.791190630903631
1168,19-28-00,417.6676198319329,6.784402409227414,6.780683701337701
1169,19-29-00,425.1229882352943,6.90550404722905,6.807517368277369
1170,19-30-00,426.5096486554625,6.928028630903629,6.836745228228229
1171,19-31-00,415.8812216806719,6.7553850696150715,6.831544356538357
1172,19-32-00,424.275573109243,6.891739219219214,6.853011875238876
1173,19-33-00,426.82981630252044,6.933229425334419,6.882777278460276
1174,19-34-00,424.5118411764709,6.895577282282275,6.8807919254709216
1175,19-35-00,421.3871368067224,6.844821512421519,6.864150501774501
1176,19-36-00,427.5680361344535,6.945221365001376,6.902117760851761
1177,19-37-00,431.6911993277301,7.012196034671035,6.926209123942125
1178,19-38-00,429.2058049579827,6.971823637728633,6.933927966420967
1179,19-39-00,428.7875578151252,6.965030273000286,6.947818564564569
1180,19-40-00,431.7133793277311,7.012556240786239,6.981365510237514
1181,19-41-00,432.4461576470586,7.024459355719356,6.997213108381109
1182,19-42-00,434.68718436974825,7.0608623123123095,7.006946363909364
1183,19-43-00,429.99105613445323,6.984580240240233,7.009497684411684
1184,19-44-00,433.9879665546223,7.049504507234509,7.026392531258528
1185,19-45-00,436.8677222689074,7.096281573846563,7.043137597870595
1186,19-46-00,431.60400310924365,7.01078031804533,7.04040179033579
1187,19-47-00,429.26357352941153,6.972763121758128,7.022781952224953
1188,19-48-00,435.16159117647044,7.068568179088177,7.039579539994541
1189,19-49-00,432.8003389915972,7.030213042588033,7.035721247065245
1190,19-50-00,430.006014705882,6.984823075348072,7.013429547365549
1191,19-51-00,429.16355210084055,6.971139443079441,7.00550137237237
1192,19-52-00,426.09380865546234,6.921275264810257,6.995203800982796
1193,19-53-00,427.7965310924371,6.948934191919192,6.971277003549
1194,19-54-00,429.4918216806723,6.97647171990172,6.960528739011735
1195,19-55-00,428.7644468067231,6.964655889980895,6.956495301938301
1196,19-56-00,434.83288689075647,7.0632286936936985,6.974913152061153
1197,19-57-00,431.88044428571385,7.015271201201189,6.993712339339339
1198,19-58-00,435.1636379831935,7.068602007917011,7.017645902538902
1199,19-59-00,436.04009319327713,7.082838479388481,7.038919254436254
1200,20-00-00,433.72091512604993,7.045166168441174,7.055021310128311
1201,20-01-00,428.54304336134425,6.9610603439803445,7.03458764018564
1202,20-02-00,431.1872959663866,7.0040118195468235,7.032335763854766
1203,20-03-00,432.5657200000003,7.026402054327049,7.023895773136775
